[ INFO ] [2016-05-24 20:25:58] com.lifeix.football.competitions.Application [25] - org.springframework.boot.context.event.ApplicationEnvironmentPreparedEvent[source=org.springframework.boot.SpringApplication@57404558]
[ DEBUG] [2016-05-24 20:25:58] org.springframework.beans.factory.support.DefaultListableBeanFactory [874] - Registering scope 'restart' with implementation [org.springframework.boot.devtools.restart.RestartScopeInitializer$RestartScope@50277c73]
[ INFO ] [2016-05-24 20:25:58] com.lifeix.football.competitions.Application [48] - Starting Application on gcc with PID 15332 (E:\workspaces\chinafootball\lifeix-football-competitions\target\classes started by hasee-pc in E:\workspaces\chinafootball\lifeix-football-competitions)
[ INFO ] [2016-05-24 20:25:58] com.lifeix.football.competitions.Application [670] - The following profiles are active: common,system,dev
[ DEBUG] [2016-05-24 20:28:43] org.springframework.beans.factory.support.DefaultListableBeanFactory [221] - Creating shared instance of singleton bean 'mvcEndpoints'
[ DEBUG] [2016-05-24 20:28:43] org.springframework.beans.factory.support.DefaultListableBeanFactory [448] - Creating instance of bean 'mvcEndpoints'
[ DEBUG] [2016-05-24 20:28:43] org.springframework.beans.factory.support.DefaultListableBeanFactory [221] - Creating shared instance of singleton bean 'org.springframework.boot.actuate.autoconfigure.EndpointWebMvcManagementContextConfiguration'
[ DEBUG] [2016-05-24 20:28:43] org.springframework.beans.factory.support.DefaultListableBeanFactory [448] - Creating instance of bean 'org.springframework.boot.actuate.autoconfigure.EndpointWebMvcManagementContextConfiguration'
[ DEBUG] [2016-05-24 20:28:43] org.springframework.beans.factory.annotation.InjectionMetadata [72] - Registered injected element on class [org.springframework.boot.actuate.autoconfigure.EndpointWebMvcManagementContextConfiguration$$EnhancerBySpringCGLIB$$8f0334cb]: AutowiredFieldElement for private org.springframework.boot.actuate.autoconfigure.HealthMvcEndpointProperties org.springframework.boot.actuate.autoconfigure.EndpointWebMvcManagementContextConfiguration.healthMvcEndpointProperties
[ DEBUG] [2016-05-24 20:28:43] org.springframework.beans.factory.annotation.InjectionMetadata [72] - Registered injected element on class [org.springframework.boot.actuate.autoconfigure.EndpointWebMvcManagementContextConfiguration$$EnhancerBySpringCGLIB$$8f0334cb]: AutowiredFieldElement for private org.springframework.boot.actuate.autoconfigure.ManagementServerProperties org.springframework.boot.actuate.autoconfigure.EndpointWebMvcManagementContextConfiguration.managementServerProperties
[ DEBUG] [2016-05-24 20:28:43] org.springframework.beans.factory.annotation.InjectionMetadata [72] - Registered injected element on class [org.springframework.boot.actuate.autoconfigure.EndpointWebMvcManagementContextConfiguration$$EnhancerBySpringCGLIB$$8f0334cb]: AutowiredFieldElement for private org.springframework.boot.actuate.autoconfigure.EndpointCorsProperties org.springframework.boot.actuate.autoconfigure.EndpointWebMvcManagementContextConfiguration.corsProperties
[ DEBUG] [2016-05-24 20:28:43] org.springframework.beans.factory.annotation.InjectionMetadata [72] - Registered injected element on class [org.springframework.boot.actuate.autoconfigure.EndpointWebMvcManagementContextConfiguration$$EnhancerBySpringCGLIB$$8f0334cb]: AutowiredFieldElement for private java.util.List org.springframework.boot.actuate.autoconfigure.EndpointWebMvcManagementContextConfiguration.mappingCustomizers
[ DEBUG] [2016-05-24 20:28:43] org.springframework.beans.factory.support.DefaultListableBeanFactory [529] - Eagerly caching bean 'org.springframework.boot.actuate.autoconfigure.EndpointWebMvcManagementContextConfiguration' to allow for resolving potential circular references
[ DEBUG] [2016-05-24 20:28:43] org.springframework.beans.factory.annotation.InjectionMetadata [86] - Processing injected element of bean 'org.springframework.boot.actuate.autoconfigure.EndpointWebMvcManagementContextConfiguration': AutowiredFieldElement for private org.springframework.boot.actuate.autoconfigure.HealthMvcEndpointProperties org.springframework.boot.actuate.autoconfigure.EndpointWebMvcManagementContextConfiguration.healthMvcEndpointProperties
[ DEBUG] [2016-05-24 20:28:43] org.springframework.beans.factory.support.DefaultListableBeanFactory [221] - Creating shared instance of singleton bean 'endpoints.health.CONFIGURATION_PROPERTIES'
[ DEBUG] [2016-05-24 20:28:43] org.springframework.beans.factory.support.DefaultListableBeanFactory [448] - Creating instance of bean 'endpoints.health.CONFIGURATION_PROPERTIES'
[ DEBUG] [2016-05-24 20:28:43] org.springframework.beans.factory.support.DefaultListableBeanFactory [529] - Eagerly caching bean 'endpoints.health.CONFIGURATION_PROPERTIES' to allow for resolving potential circular references
[ DEBUG] [2016-05-24 20:28:43] org.springframework.beans.factory.annotation.InjectionMetadata [86] - Processing injected element of bean 'org.springframework.boot.context.properties.ConfigurationPropertiesBindingPostProcessor': AutowiredMethodElement for public void org.springframework.boot.context.properties.ConfigurationPropertiesBindingPostProcessor.setGenericConverters(java.util.List)
[ DEBUG] [2016-05-24 20:28:43] org.springframework.beans.factory.annotation.InjectionMetadata [86] - Processing injected element of bean 'org.springframework.boot.context.properties.ConfigurationPropertiesBindingPostProcessor': AutowiredMethodElement for public void org.springframework.boot.context.properties.ConfigurationPropertiesBindingPostProcessor.setConverters(java.util.List)
[ DEBUG] [2016-05-24 20:28:43] org.springframework.beans.factory.support.DefaultListableBeanFactory [484] - Finished creating instance of bean 'endpoints.health.CONFIGURATION_PROPERTIES'
[ DEBUG] [2016-05-24 20:28:43] org.springframework.beans.factory.annotation.AutowiredAnnotationBeanPostProcessor [492] - Autowiring by type from bean name 'org.springframework.boot.actuate.autoconfigure.EndpointWebMvcManagementContextConfiguration' to bean named 'endpoints.health.CONFIGURATION_PROPERTIES'
[ DEBUG] [2016-05-24 20:28:43] org.springframework.beans.factory.annotation.InjectionMetadata [86] - Processing injected element of bean 'org.springframework.boot.actuate.autoconfigure.EndpointWebMvcManagementContextConfiguration': AutowiredFieldElement for private org.springframework.boot.actuate.autoconfigure.ManagementServerProperties org.springframework.boot.actuate.autoconfigure.EndpointWebMvcManagementContextConfiguration.managementServerProperties
[ DEBUG] [2016-05-24 20:28:43] org.springframework.beans.factory.support.DefaultListableBeanFactory [251] - Returning cached instance of singleton bean 'managementServerProperties'
[ DEBUG] [2016-05-24 20:28:43] org.springframework.beans.factory.annotation.AutowiredAnnotationBeanPostProcessor [492] - Autowiring by type from bean name 'org.springframework.boot.actuate.autoconfigure.EndpointWebMvcManagementContextConfiguration' to bean named 'managementServerProperties'
[ DEBUG] [2016-05-24 20:28:43] org.springframework.beans.factory.annotation.InjectionMetadata [86] - Processing injected element of bean 'org.springframework.boot.actuate.autoconfigure.EndpointWebMvcManagementContextConfiguration': AutowiredFieldElement for private org.springframework.boot.actuate.autoconfigure.EndpointCorsProperties org.springframework.boot.actuate.autoconfigure.EndpointWebMvcManagementContextConfiguration.corsProperties
[ DEBUG] [2016-05-24 20:28:43] org.springframework.beans.factory.support.DefaultListableBeanFactory [221] - Creating shared instance of singleton bean 'endpoints.cors.CONFIGURATION_PROPERTIES'
[ DEBUG] [2016-05-24 20:28:43] org.springframework.beans.factory.support.DefaultListableBeanFactory [448] - Creating instance of bean 'endpoints.cors.CONFIGURATION_PROPERTIES'
[ DEBUG] [2016-05-24 20:28:43] org.springframework.beans.factory.support.DefaultListableBeanFactory [529] - Eagerly caching bean 'endpoints.cors.CONFIGURATION_PROPERTIES' to allow for resolving potential circular references
[ DEBUG] [2016-05-24 20:28:43] org.springframework.beans.factory.support.DefaultListableBeanFactory [484] - Finished creating instance of bean 'endpoints.cors.CONFIGURATION_PROPERTIES'
[ DEBUG] [2016-05-24 20:28:43] org.springframework.beans.factory.annotation.AutowiredAnnotationBeanPostProcessor [492] - Autowiring by type from bean name 'org.springframework.boot.actuate.autoconfigure.EndpointWebMvcManagementContextConfiguration' to bean named 'endpoints.cors.CONFIGURATION_PROPERTIES'
[ DEBUG] [2016-05-24 20:28:43] org.springframework.beans.factory.annotation.InjectionMetadata [86] - Processing injected element of bean 'org.springframework.boot.actuate.autoconfigure.EndpointWebMvcManagementContextConfiguration': AutowiredFieldElement for private java.util.List org.springframework.boot.actuate.autoconfigure.EndpointWebMvcManagementContextConfiguration.mappingCustomizers
[ DEBUG] [2016-05-24 20:28:43] org.springframework.beans.factory.support.DefaultListableBeanFactory [484] - Finished creating instance of bean 'org.springframework.boot.actuate.autoconfigure.EndpointWebMvcManagementContextConfiguration'
[ DEBUG] [2016-05-24 20:28:43] org.springframework.beans.factory.support.DefaultListableBeanFactory [529] - Eagerly caching bean 'mvcEndpoints' to allow for resolving potential circular references
[ DEBUG] [2016-05-24 20:28:43] org.springframework.beans.factory.support.DefaultListableBeanFactory [1620] - Invoking afterPropertiesSet() on bean with name 'mvcEndpoints'
[ DEBUG] [2016-05-24 20:28:43] org.springframework.beans.factory.support.DefaultListableBeanFactory [221] - Creating shared instance of singleton bean 'environmentMvcEndpoint'
[ DEBUG] [2016-05-24 20:28:43] org.springframework.beans.factory.support.DefaultListableBeanFactory [448] - Creating instance of bean 'environmentMvcEndpoint'
[ DEBUG] [2016-05-24 20:28:43] org.springframework.beans.factory.support.DefaultListableBeanFactory [251] - Returning cached instance of singleton bean 'org.springframework.boot.actuate.autoconfigure.EndpointWebMvcManagementContextConfiguration'
[ DEBUG] [2016-05-24 20:28:43] org.springframework.beans.factory.support.DefaultListableBeanFactory [251] - Returning cached instance of singleton bean 'environmentEndpoint'
[ DEBUG] [2016-05-24 20:28:43] org.springframework.beans.factory.support.DefaultListableBeanFactory [757] - Autowiring by type from bean name 'environmentMvcEndpoint' via factory method to bean named 'environmentEndpoint'
[ DEBUG] [2016-05-24 20:28:43] org.springframework.beans.factory.support.DefaultListableBeanFactory [529] - Eagerly caching bean 'environmentMvcEndpoint' to allow for resolving potential circular references
[ DEBUG] [2016-05-24 20:28:43] org.springframework.beans.factory.support.DefaultListableBeanFactory [484] - Finished creating instance of bean 'environmentMvcEndpoint'
[ DEBUG] [2016-05-24 20:28:43] org.springframework.beans.factory.support.DefaultListableBeanFactory [221] - Creating shared instance of singleton bean 'healthMvcEndpoint'
[ DEBUG] [2016-05-24 20:28:43] org.springframework.beans.factory.support.DefaultListableBeanFactory [448] - Creating instance of bean 'healthMvcEndpoint'
[ DEBUG] [2016-05-24 20:28:43] org.springframework.beans.factory.support.DefaultListableBeanFactory [251] - Returning cached instance of singleton bean 'org.springframework.boot.actuate.autoconfigure.EndpointWebMvcManagementContextConfiguration'
[ DEBUG] [2016-05-24 20:28:43] org.springframework.beans.factory.support.DefaultListableBeanFactory [251] - Returning cached instance of singleton bean 'healthEndpoint'
[ DEBUG] [2016-05-24 20:28:43] org.springframework.beans.factory.support.DefaultListableBeanFactory [757] - Autowiring by type from bean name 'healthMvcEndpoint' via factory method to bean named 'healthEndpoint'
[ DEBUG] [2016-05-24 20:28:43] org.springframework.beans.factory.support.DefaultListableBeanFactory [529] - Eagerly caching bean 'healthMvcEndpoint' to allow for resolving potential circular references
[ DEBUG] [2016-05-24 20:28:43] org.springframework.beans.factory.support.DefaultListableBeanFactory [484] - Finished creating instance of bean 'healthMvcEndpoint'
[ DEBUG] [2016-05-24 20:28:43] org.springframework.beans.factory.support.DefaultListableBeanFactory [221] - Creating shared instance of singleton bean 'metricsMvcEndpoint'
[ DEBUG] [2016-05-24 20:28:43] org.springframework.beans.factory.support.DefaultListableBeanFactory [448] - Creating instance of bean 'metricsMvcEndpoint'
[ DEBUG] [2016-05-24 20:28:43] org.springframework.beans.factory.support.DefaultListableBeanFactory [251] - Returning cached instance of singleton bean 'org.springframework.boot.actuate.autoconfigure.EndpointWebMvcManagementContextConfiguration'
[ DEBUG] [2016-05-24 20:28:43] org.springframework.beans.factory.support.DefaultListableBeanFactory [251] - Returning cached instance of singleton bean 'metricsEndpoint'
[ DEBUG] [2016-05-24 20:28:43] org.springframework.beans.factory.support.DefaultListableBeanFactory [757] - Autowiring by type from bean name 'metricsMvcEndpoint' via factory method to bean named 'metricsEndpoint'
[ DEBUG] [2016-05-24 20:28:43] org.springframework.beans.factory.support.DefaultListableBeanFactory [529] - Eagerly caching bean 'metricsMvcEndpoint' to allow for resolving potential circular references
[ DEBUG] [2016-05-24 20:28:43] org.springframework.beans.factory.support.DefaultListableBeanFactory [484] - Finished creating instance of bean 'metricsMvcEndpoint'
[ DEBUG] [2016-05-24 20:28:43] org.springframework.beans.factory.support.DefaultListableBeanFactory [251] - Returning cached instance of singleton bean 'requestMappingEndpoint'
[ DEBUG] [2016-05-24 20:28:43] org.springframework.beans.factory.support.DefaultListableBeanFactory [251] - Returning cached instance of singleton bean 'environmentEndpoint'
[ DEBUG] [2016-05-24 20:28:43] org.springframework.beans.factory.support.DefaultListableBeanFactory [251] - Returning cached instance of singleton bean 'healthEndpoint'
[ DEBUG] [2016-05-24 20:28:43] org.springframework.beans.factory.support.DefaultListableBeanFactory [251] - Returning cached instance of singleton bean 'beansEndpoint'
[ DEBUG] [2016-05-24 20:28:43] org.springframework.beans.factory.support.DefaultListableBeanFactory [251] - Returning cached instance of singleton bean 'infoEndpoint'
[ DEBUG] [2016-05-24 20:28:43] org.springframework.beans.factory.support.DefaultListableBeanFactory [251] - Returning cached instance of singleton bean 'metricsEndpoint'
[ DEBUG] [2016-05-24 20:28:43] org.springframework.beans.factory.support.DefaultListableBeanFactory [251] - Returning cached instance of singleton bean 'traceEndpoint'
